Time,Event context,Component,Event name,Description,Origin,IP address
"24/11/17, 09:08","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,90.191.83.102
"24/11/17, 09:08",Assignment: Submit independent assignment,Assignment,The status of the submission has been viewed.,The user with id '79398' has viewed the submission status page for the assignment with course module id '316791'.,web,90.191.83.102
"24/11/17, 09:08",Assignment: Submit independent assignment,Assignment,Grading form viewed,The user with id '79398' viewed the grading form for the user with id '79716' for the assignment with course module id '316791'.,web,90.191.83.102
"24/11/17, 09:08",Assignment: Submit independent assignment,Assignment,The submission has been graded.,The user with id '79398' has graded the submission '500027' for the user with id '79716' for the assignment with course module id '316791'.,web,90.191.83.102
"24/11/17, 09:08","Course: Technology Use in Education (SVHI.06.010), AÜ",System,User graded,The user with id '79398' updated the grade with id '6970394' for the user with id '79716' for the grade item with id '68535'.,web,90.191.83.102
"24/11/17, 09:08",Assignment: Submit independent assignment,Assignment,Grading form viewed,The user with id '79398' viewed the grading form for the user with id '79716' for the assignment with course module id '316791'.,web,90.191.83.102
"24/11/17, 09:07",Assignment: Submit independent assignment,Assignment,Grading form viewed,The user with id '79398' viewed the grading form for the user with id '79716' for the assignment with course module id '316791'.,web,90.191.83.102
"24/11/17, 09:07",Assignment: Submit independent assignment,Assignment,Grading table viewed,The user with id '79398' viewed the grading table for the assignment with course module id '316791'.,web,90.191.83.102
"24/11/17, 09:06",Assignment: Submit independent assignment,Assignment,Grading table viewed,The user with id '79398' viewed the grading table for the assignment with course module id '316791'.,web,90.191.83.102
"24/11/17, 09:06",Assignment: Submit independent assignment,Assignment,The status of the submission has been viewed.,The user with id '79398' has viewed the submission status page for the assignment with course module id '316791'.,web,90.191.83.102
"24/11/17, 09:05","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,90.191.83.102
"20/11/17, 18:34","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,193.242.192.25
"19/11/17, 18:42",Assignment: Submit independent assignment,Assignment,The status of the submission has been viewed.,The user with id '79398' has viewed the submission status page for the assignment with course module id '316791'.,web,109.26.215.68
"19/11/17, 18:42",Assignment: Submit independent assignment,Assignment,Grading form viewed,The user with id '79398' viewed the grading form for the user with id '79719' for the assignment with course module id '316791'.,web,109.26.215.68
"19/11/17, 18:42",Assignment: Submit independent assignment,Assignment,The submission has been graded.,The user with id '79398' has graded the submission '497008' for the user with id '79719' for the assignment with course module id '316791'.,web,109.26.215.68
"19/11/17, 18:42","Course: Technology Use in Education (SVHI.06.010), AÜ",System,User graded,The user with id '79398' updated the grade with id '6974917' for the user with id '79719' for the grade item with id '68535'.,web,109.26.215.68
"19/11/17, 18:42",Assignment: Submit independent assignment,Assignment,Grading form viewed,The user with id '79398' viewed the grading form for the user with id '79719' for the assignment with course module id '316791'.,web,109.26.215.68
"19/11/17, 18:42",Assignment: Submit independent assignment,Assignment,Grading table viewed,The user with id '79398' viewed the grading table for the assignment with course module id '316791'.,web,109.26.215.68
"19/11/17, 18:42",Assignment: Submit independent assignment,Assignment,Grading table viewed,The user with id '79398' viewed the grading table for the assignment with course module id '316791'.,web,109.26.215.68
"19/11/17, 18:42",Assignment: Submit independent assignment,Assignment,The status of the submission has been viewed.,The user with id '79398' has viewed the submission status page for the assignment with course module id '316791'.,web,109.26.215.68
"19/11/17, 18:42",Assignment: Submit independent assignment,Assignment,Grading form viewed,The user with id '79398' viewed the grading form for the user with id '79684' for the assignment with course module id '316791'.,web,109.26.215.68
"19/11/17, 18:42",Assignment: Submit independent assignment,Assignment,The submission has been graded.,The user with id '79398' has graded the submission '497006' for the user with id '79684' for the assignment with course module id '316791'.,web,109.26.215.68
"19/11/17, 18:42","Course: Technology Use in Education (SVHI.06.010), AÜ",System,User graded,The user with id '79398' updated the grade with id '6965533' for the user with id '79684' for the grade item with id '68535'.,web,109.26.215.68
"19/11/17, 18:42",Assignment: Submit independent assignment,Assignment,Grading form viewed,The user with id '79398' viewed the grading form for the user with id '79684' for the assignment with course module id '316791'.,web,109.26.215.68
"19/11/17, 18:42",Assignment: Submit independent assignment,Assignment,Grading table viewed,The user with id '79398' viewed the grading table for the assignment with course module id '316791'.,web,109.26.215.68
"19/11/17, 18:41",Assignment: Submit independent assignment,Assignment,Grading table viewed,The user with id '79398' viewed the grading table for the assignment with course module id '316791'.,web,109.26.215.68
"19/11/17, 18:41",Assignment: Submit independent assignment,Assignment,The status of the submission has been viewed.,The user with id '79398' has viewed the submission status page for the assignment with course module id '316791'.,web,109.26.215.68
"19/11/17, 18:41",Assignment: Submit independent assignment,Assignment,Grading form viewed,The user with id '79398' viewed the grading form for the user with id '79665' for the assignment with course module id '316791'.,web,109.26.215.68
"19/11/17, 18:41",Assignment: Submit independent assignment,Assignment,The submission has been graded.,The user with id '79398' has graded the submission '497004' for the user with id '79665' for the assignment with course module id '316791'.,web,109.26.215.68
"19/11/17, 18:41","Course: Technology Use in Education (SVHI.06.010), AÜ",System,User graded,The user with id '79398' updated the grade with id '6969534' for the user with id '79665' for the grade item with id '68535'.,web,109.26.215.68
"19/11/17, 18:41",Assignment: Submit independent assignment,Assignment,Grading form viewed,The user with id '79398' viewed the grading form for the user with id '79665' for the assignment with course module id '316791'.,web,109.26.215.68
"19/11/17, 18:41",Assignment: Submit independent assignment,Assignment,Grading table viewed,The user with id '79398' viewed the grading table for the assignment with course module id '316791'.,web,109.26.215.68
"19/11/17, 18:41",Assignment: Submit independent assignment,Assignment,Grading table viewed,The user with id '79398' viewed the grading table for the assignment with course module id '316791'.,web,109.26.215.68
"19/11/17, 18:41",Assignment: Submit independent assignment,Assignment,The status of the submission has been viewed.,The user with id '79398' has viewed the submission status page for the assignment with course module id '316791'.,web,109.26.215.68
"19/11/17, 18:41","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,109.26.215.68
"17/11/17, 17:15",Assignment: Submit independent assignment,Assignment,Grading table viewed,The user with id '79398' viewed the grading table for the assignment with course module id '316791'.,web,194.204.33.9
"17/11/17, 17:15",Assignment: Submit independent assignment,Assignment,The status of the submission has been viewed.,The user with id '79398' has viewed the submission status page for the assignment with course module id '316791'.,web,194.204.33.9
"17/11/17, 17:14",Assignment: Submit independent assignment,Assignment,Grading form viewed,The user with id '79398' viewed the grading form for the user with id '79722' for the assignment with course module id '316791'.,web,194.204.33.9
"17/11/17, 17:14",Assignment: Submit independent assignment,Assignment,The submission has been graded.,The user with id '79398' has graded the submission '496079' for the user with id '79722' for the assignment with course module id '316791'.,web,194.204.33.9
"17/11/17, 17:14","Course: Technology Use in Education (SVHI.06.010), AÜ",System,User graded,The user with id '79398' updated the grade with id '6940313' for the user with id '79722' for the grade item with id '68535'.,web,194.204.33.9
"17/11/17, 17:14",Assignment: Submit independent assignment,Assignment,Grading form viewed,The user with id '79398' viewed the grading form for the user with id '79722' for the assignment with course module id '316791'.,web,194.204.33.9
"17/11/17, 17:14",Assignment: Submit independent assignment,Assignment,Grading table viewed,The user with id '79398' viewed the grading table for the assignment with course module id '316791'.,web,194.204.33.9
"17/11/17, 17:14",Assignment: Submit independent assignment,Assignment,Grading table viewed,The user with id '79398' viewed the grading table for the assignment with course module id '316791'.,web,194.204.33.9
"17/11/17, 17:14",Assignment: Submit independent assignment,Assignment,The status of the submission has been viewed.,The user with id '79398' has viewed the submission status page for the assignment with course module id '316791'.,web,194.204.33.9
"17/11/17, 17:14",Assignment: Submit independent assignment,Assignment,Grading form viewed,The user with id '79398' viewed the grading form for the user with id '79686' for the assignment with course module id '316791'.,web,194.204.33.9
"17/11/17, 17:14",Assignment: Submit independent assignment,Assignment,The submission has been graded.,The user with id '79398' has graded the submission '496078' for the user with id '79686' for the assignment with course module id '316791'.,web,194.204.33.9
"17/11/17, 17:14","Course: Technology Use in Education (SVHI.06.010), AÜ",System,User graded,The user with id '79398' updated the grade with id '6969547' for the user with id '79686' for the grade item with id '68535'.,web,194.204.33.9
"17/11/17, 17:13",Assignment: Submit independent assignment,Assignment,Grading form viewed,The user with id '79398' viewed the grading form for the user with id '79686' for the assignment with course module id '316791'.,web,194.204.33.9
"17/11/17, 17:13",Assignment: Submit independent assignment,Assignment,Grading table viewed,The user with id '79398' viewed the grading table for the assignment with course module id '316791'.,web,194.204.33.9
"17/11/17, 17:13",Assignment: Submit independent assignment,Assignment,Grading table viewed,The user with id '79398' viewed the grading table for the assignment with course module id '316791'.,web,194.204.33.9
"17/11/17, 17:13",Assignment: Submit independent assignment,Assignment,The status of the submission has been viewed.,The user with id '79398' has viewed the submission status page for the assignment with course module id '316791'.,web,194.204.33.9
"17/11/17, 17:13","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,194.204.33.9
"17/11/17, 17:13","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,194.204.33.9
"17/11/17, 17:13","Course: Technology Use in Education (SVHI.06.010), AÜ",Single view,Grade single view report viewed.,The user with id '79398' viewed the singleview report in the gradebook.,web,194.204.33.9
"17/11/17, 17:13","Course: Technology Use in Education (SVHI.06.010), AÜ",Single view,Grade single view report viewed.,The user with id '79398' viewed the singleview report in the gradebook.,web,194.204.33.9
"17/11/17, 17:12","Course: Technology Use in Education (SVHI.06.010), AÜ",Single view,Grade single view report viewed.,The user with id '79398' viewed the singleview report in the gradebook.,web,194.204.33.9
"17/11/17, 17:12","Course: Technology Use in Education (SVHI.06.010), AÜ",Grader report,Grader report viewed,The user with id '79398' viewed the grader report in the gradebook.,web,194.204.33.9
"17/11/17, 17:12","Course: Technology Use in Education (SVHI.06.010), AÜ",User report,Grade user report viewed,The user with id '79398' viewed the user report in the gradebook.,web,194.204.33.9
"17/11/17, 17:12","Course: Technology Use in Education (SVHI.06.010), AÜ",Grader report,Grader report viewed,The user with id '79398' viewed the grader report in the gradebook.,web,194.204.33.9
"17/11/17, 16:27","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,194.204.33.9
"16/11/17, 21:18","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,90.191.83.102
"16/11/17, 21:18","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,90.191.83.102
"16/11/17, 21:18","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course section updated,The user with id '79398' updated section number '2' for the course with id '4880',web,90.191.83.102
"16/11/17, 21:17","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,90.191.83.102
"16/11/17, 21:17","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course section updated,The user with id '79398' updated section number '2' for the course with id '4880',web,90.191.83.102
"16/11/17, 21:17","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,90.191.83.102
"16/11/17, 21:17","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course section updated,The user with id '79398' updated section number '1' for the course with id '4880',web,90.191.83.102
"16/11/17, 21:17",Assignment: Submit independent assignment,System,Course module updated,The user with id '79398' updated the 'assign' activity with course module id '316791'.,web,90.191.83.102
"16/11/17, 21:16","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,90.191.83.102
"16/11/17, 21:16","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,90.191.83.102
"16/11/17, 21:16","Course: Technology Use in Education (SVHI.06.010), AÜ",Grader report,Grader report viewed,The user with id '79398' viewed the grader report in the gradebook.,web,90.191.83.102
"16/11/17, 21:14","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,90.191.83.102
"16/11/17, 21:14",Assignment: Submit independent assignment,Assignment,Grading form viewed,The user with id '79398' viewed the grading form for the user with id '33915' for the assignment with course module id '316791'.,web,90.191.83.102
"16/11/17, 21:14",Assignment: Submit independent assignment,Assignment,The submission has been graded.,The user with id '79398' has graded the submission '494449' for the user with id '33915' for the assignment with course module id '316791'.,web,90.191.83.102
"16/11/17, 21:14","Course: Technology Use in Education (SVHI.06.010), AÜ",System,User graded,The user with id '79398' updated the grade with id '6876016' for the user with id '33915' for the grade item with id '68535'.,web,90.191.83.102
"16/11/17, 21:12",Assignment: Submit independent assignment,Assignment,Grading form viewed,The user with id '79398' viewed the grading form for the user with id '33915' for the assignment with course module id '316791'.,web,90.191.83.102
"16/11/17, 21:12",Assignment: Submit independent assignment,Assignment,Grading table viewed,The user with id '79398' viewed the grading table for the assignment with course module id '316791'.,web,90.191.83.102
"16/11/17, 21:12",Assignment: Submit independent assignment,Assignment,Grading table viewed,The user with id '79398' viewed the grading table for the assignment with course module id '316791'.,web,90.191.83.102
"16/11/17, 21:12",Assignment: Submit independent assignment,Assignment,The status of the submission has been viewed.,The user with id '79398' has viewed the submission status page for the assignment with course module id '316791'.,web,90.191.83.102
"16/11/17, 21:12","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,90.191.83.102
"16/11/17, 21:12",Assignment: Submit independent assignment,Assignment,Grading form viewed,The user with id '79398' viewed the grading form for the user with id '79710' for the assignment with course module id '316791'.,web,90.191.83.102
"16/11/17, 21:12",Assignment: Submit independent assignment,Assignment,The submission has been graded.,The user with id '79398' has graded the submission '495646' for the user with id '79710' for the assignment with course module id '316791'.,web,90.191.83.102
"16/11/17, 21:12","Course: Technology Use in Education (SVHI.06.010), AÜ",System,User graded,The user with id '79398' updated the grade with id '6974358' for the user with id '79710' for the grade item with id '68535'.,web,90.191.83.102
"16/11/17, 21:12",Assignment: Submit independent assignment,Assignment,Grading form viewed,The user with id '79398' viewed the grading form for the user with id '79710' for the assignment with course module id '316791'.,web,90.191.83.102
"16/11/17, 21:12",Assignment: Submit independent assignment,Assignment,Grading table viewed,The user with id '79398' viewed the grading table for the assignment with course module id '316791'.,web,90.191.83.102
"16/11/17, 21:11",Assignment: Submit independent assignment,Assignment,Grading table viewed,The user with id '79398' viewed the grading table for the assignment with course module id '316791'.,web,90.191.83.102
"16/11/17, 21:11",Assignment: Submit independent assignment,Assignment,The status of the submission has been viewed.,The user with id '79398' has viewed the submission status page for the assignment with course module id '316791'.,web,90.191.83.102
"16/11/17, 21:11","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,90.191.83.102
"16/11/17, 21:11",Assignment: Submit independent assignment,Assignment,Grading form viewed,The user with id '79398' viewed the grading form for the user with id '33915' for the assignment with course module id '316791'.,web,90.191.83.102
"16/11/17, 21:11",Assignment: Submit independent assignment,Assignment,The submission has been graded.,The user with id '79398' has graded the submission '494449' for the user with id '33915' for the assignment with course module id '316791'.,web,90.191.83.102
"16/11/17, 21:11","Course: Technology Use in Education (SVHI.06.010), AÜ",System,User graded,The user with id '79398' updated the grade with id '6876016' for the user with id '33915' for the grade item with id '68535'.,web,90.191.83.102
"16/11/17, 21:10",Assignment: Submit independent assignment,Assignment,Grading form viewed,The user with id '79398' viewed the grading form for the user with id '33915' for the assignment with course module id '316791'.,web,90.191.83.102
"16/11/17, 21:10",Assignment: Submit independent assignment,Assignment,Grading table viewed,The user with id '79398' viewed the grading table for the assignment with course module id '316791'.,web,90.191.83.102
"16/11/17, 21:10",Assignment: Submit independent assignment,Assignment,Grading table viewed,The user with id '79398' viewed the grading table for the assignment with course module id '316791'.,web,90.191.83.102
"16/11/17, 21:10",Assignment: Submit independent assignment,Assignment,The status of the submission has been viewed.,The user with id '79398' has viewed the submission status page for the assignment with course module id '316791'.,web,90.191.83.102
"16/11/17, 21:10","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,90.191.83.102
"16/11/17, 13:09","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,193.40.13.163
"16/11/17, 12:21","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,193.40.13.163
"16/11/17, 12:21","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,193.40.13.163
"16/11/17, 11:09","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,193.40.13.163
"16/11/17, 11:08","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,193.40.13.163
"16/11/17, 11:08","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course section updated,The user with id '79398' updated section number '2' for the course with id '4880',web,193.40.13.163
"16/11/17, 10:40","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,193.40.13.163
"16/11/17, 10:40","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course section updated,The user with id '79398' updated section number '2' for the course with id '4880',web,193.40.13.163
"16/11/17, 10:36","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,193.40.13.163
"16/11/17, 10:36","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course section updated,The user with id '79398' updated section number '2' for the course with id '4880',web,193.40.13.163
"16/11/17, 10:36","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,193.40.13.163
"16/11/17, 10:36","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,193.40.13.163
"16/11/17, 08:22",Assignment: Submit independent assignment,Assignment,Grading table viewed,The user with id '79398' viewed the grading table for the assignment with course module id '316791'.,web,90.191.83.102
"16/11/17, 08:22",Assignment: Submit independent assignment,Assignment,The status of the submission has been viewed.,The user with id '79398' has viewed the submission status page for the assignment with course module id '316791'.,web,90.191.83.102
"16/11/17, 08:22","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,90.191.83.102
"15/11/17, 21:25","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,90.191.83.102
"15/11/17, 21:25","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course section updated,The user with id '79398' updated section number '2' for the course with id '4880',web,90.191.83.102
"15/11/17, 21:24",Assignment: Submit independent assignment,Assignment,Grading table viewed,The user with id '79398' viewed the grading table for the assignment with course module id '316791'.,web,90.191.83.102
"15/11/17, 21:24",Assignment: Submit independent assignment,Assignment,The status of the submission has been viewed.,The user with id '79398' has viewed the submission status page for the assignment with course module id '316791'.,web,90.191.83.102
"15/11/17, 21:18",Assignment: Submit independent assignment,Assignment,Grading table viewed,The user with id '79398' viewed the grading table for the assignment with course module id '316791'.,web,90.191.83.102
"15/11/17, 21:18",Assignment: Submit independent assignment,Assignment,The status of the submission has been viewed.,The user with id '79398' has viewed the submission status page for the assignment with course module id '316791'.,web,90.191.83.102
"15/11/17, 21:17","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,90.191.83.102
"15/11/17, 17:01",URL: Syllabus info SVHI.06.010 (17/18 A OU deg. st),URL,Course module viewed,The user with id '79398' viewed the 'url' activity with course module id '313925'.,web,2001:bb8:2002:1f00:791f:93b4:706e:e317
"15/11/17, 16:55",URL: Syllabus info SVHI.06.010 (17/18 A OU deg. st),URL,Course module viewed,The user with id '79398' viewed the 'url' activity with course module id '313925'.,web,2001:bb8:2002:1f00:791f:93b4:706e:e317
"15/11/17, 16:55","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,2001:bb8:2002:1f00:791f:93b4:706e:e317
"15/11/17, 16:42","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,2001:bb8:2002:1f00:791f:93b4:706e:e317
"15/11/17, 16:42",Assignment: Submit independent assignment,Assignment,Grading table viewed,The user with id '79398' viewed the grading table for the assignment with course module id '316791'.,web,2001:bb8:2002:1f00:791f:93b4:706e:e317
"15/11/17, 16:41",Assignment: Submit independent assignment,Assignment,The status of the submission has been viewed.,The user with id '79398' has viewed the submission status page for the assignment with course module id '316791'.,web,2001:bb8:2002:1f00:791f:93b4:706e:e317
"15/11/17, 16:41","Course: Technology Use in Education (SVHI.06.010), AÜ",Assignment,Course module instance list viewed,The user with id '79398' viewed the instance list for the module 'assign' in the course with id '4880'.,web,2001:bb8:2002:1f00:791f:93b4:706e:e317
"15/11/17, 16:41","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,2001:bb8:2002:1f00:791f:93b4:706e:e317
"15/11/17, 16:41",Assignment: Submit independent assignment,Assignment,Grading table viewed,The user with id '79398' viewed the grading table for the assignment with course module id '316791'.,web,2001:bb8:2002:1f00:791f:93b4:706e:e317
"15/11/17, 16:34",Assignment: Submit independent assignment,Assignment,Grading table viewed,The user with id '79398' viewed the grading table for the assignment with course module id '316791'.,web,2001:bb8:2002:1f00:791f:93b4:706e:e317
"15/11/17, 16:34",Assignment: Submit independent assignment,Assignment,An extension has been granted.,The user with id '79398' has granted an extension for the user with id '79710' for the assignment with course module id '316791'.,web,2001:bb8:2002:1f00:791f:93b4:706e:e317
"15/11/17, 16:32",Assignment: Submit independent assignment,Assignment,Grading table viewed,The user with id '79398' viewed the grading table for the assignment with course module id '316791'.,web,2001:bb8:2002:1f00:791f:93b4:706e:e317
"15/11/17, 16:32",Assignment: Submit independent assignment,Assignment,An extension has been granted.,The user with id '79398' has granted an extension for the user with id '79719' for the assignment with course module id '316791'.,web,2001:bb8:2002:1f00:791f:93b4:706e:e317
"15/11/17, 16:32",Assignment: Submit independent assignment,Assignment,Grading table viewed,The user with id '79398' viewed the grading table for the assignment with course module id '316791'.,web,2001:bb8:2002:1f00:791f:93b4:706e:e317
"15/11/17, 16:32",Assignment: Submit independent assignment,Assignment,An extension has been granted.,The user with id '79398' has granted an extension for the user with id '79710' for the assignment with course module id '316791'.,web,2001:bb8:2002:1f00:791f:93b4:706e:e317
"15/11/17, 16:31",Assignment: Submit independent assignment,Assignment,Submission form viewed.,The user with id '79398' viewed the submission form for the user with id '79719' for the assignment with course module id '316791'.,web,2001:bb8:2002:1f00:791f:93b4:706e:e317
"15/11/17, 16:31",Assignment: Submit independent assignment,Assignment,Grading table viewed,The user with id '79398' viewed the grading table for the assignment with course module id '316791'.,web,2001:bb8:2002:1f00:791f:93b4:706e:e317
"15/11/17, 12:22",Assignment: Submit independent assignment,Assignment,Grading table viewed,The user with id '79398' viewed the grading table for the assignment with course module id '316791'.,web,2001:bb8:2002:1f00:791f:93b4:706e:e317
"15/11/17, 10:10",Assignment: Submit independent assignment,Assignment,Grading form viewed,The user with id '79398' viewed the grading form for the user with id '33915' for the assignment with course module id '316791'.,web,193.40.13.163
"15/11/17, 10:10",Assignment: Submit independent assignment,Assignment,Grading table viewed,The user with id '79398' viewed the grading table for the assignment with course module id '316791'.,web,193.40.13.163
"15/11/17, 10:09",Assignment: Submit independent assignment,Assignment,Grading table viewed,The user with id '79398' viewed the grading table for the assignment with course module id '316791'.,web,193.40.13.163
"15/11/17, 09:45",Assignment: Submit independent assignment,Assignment,Grading table viewed,The user with id '79398' viewed the grading table for the assignment with course module id '316791'.,web,193.40.13.163
"15/11/17, 09:44",Assignment: Submit independent assignment,Assignment,Grading table viewed,The user with id '79398' viewed the grading table for the assignment with course module id '316791'.,web,193.40.13.163
"15/11/17, 09:44",Assignment: Submit independent assignment,Assignment,The status of the submission has been viewed.,The user with id '79398' has viewed the submission status page for the assignment with course module id '316791'.,web,193.40.13.163
"15/11/17, 09:44","Course: Technology Use in Education (SVHI.06.010), AÜ",Assignment,Course module instance list viewed,The user with id '79398' viewed the instance list for the module 'assign' in the course with id '4880'.,web,193.40.13.163
"15/11/17, 09:39","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,193.40.13.163
"15/11/17, 09:39","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course section updated,The user with id '79398' updated section number '2' for the course with id '4880',web,193.40.13.163
"15/11/17, 09:39","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,193.40.13.163
"15/11/17, 09:39","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,193.40.13.163
"14/11/17, 21:21","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,90.191.83.102
"14/11/17, 21:21","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course section updated,The user with id '79398' updated section number '2' for the course with id '4880',web,90.191.83.102
"14/11/17, 21:20","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,90.191.83.102
"14/11/17, 21:20","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,90.191.83.102
"14/11/17, 16:58",Assignment: Submit independent assignment,Assignment,Grading table viewed,The user with id '79398' viewed the grading table for the assignment with course module id '316791'.,web,172.17.30.158
"14/11/17, 16:58",Assignment: Submit independent assignment,Assignment,The status of the submission has been viewed.,The user with id '79398' has viewed the submission status page for the assignment with course module id '316791'.,web,172.17.30.158
"14/11/17, 16:58","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,172.17.30.158
"14/11/17, 16:58",Assignment: Submit independent assignment,System,Course module updated,The user with id '79398' updated the 'assign' activity with course module id '316791'.,web,172.17.30.158
"14/11/17, 16:58","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Calendar event updated,The user with id '79398' updated the event 'Submit independent assignment' with id '76656'.,web,172.17.30.158
"14/11/17, 16:57","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,172.17.30.158
"14/11/17, 16:57",Assignment: Submit independent assignment,Assignment,The status of the submission has been viewed.,The user with id '79398' has viewed the submission status page for the assignment with course module id '316791'.,web,172.17.30.158
"14/11/17, 16:57","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,172.17.30.158
"14/11/17, 16:57","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,172.17.30.158
"14/11/17, 16:57",Assignment: Submit independent assignment,Assignment,Grading table viewed,The user with id '79398' viewed the grading table for the assignment with course module id '316791'.,web,172.17.30.158
"14/11/17, 16:56",Assignment: Submit independent assignment,Assignment,The status of the submission has been viewed.,The user with id '79398' has viewed the submission status page for the assignment with course module id '316791'.,web,172.17.30.158
"14/11/17, 16:56","Course: Technology Use in Education (SVHI.06.010), AÜ",Assignment,Course module instance list viewed,The user with id '79398' viewed the instance list for the module 'assign' in the course with id '4880'.,web,172.17.30.158
"14/11/17, 16:56","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,172.17.30.158
